"Hotel name","Old description","New description"
"Grand Hotel Son Net","Grand Hotel Son Net: a properly polished base in Mallorca, Balearic Islands for stepping out, checking in, and letting the city do the rest.","Grand Hotel Son Net: an occasion-ready address for the guest who wants the good room, the good breakfast, and no speech about either, with a doorstep made for useful departures. The trip has enough structure to feel effortless."
"Grand Hotel Son Net, Mallorca","Grand Hotel Son Net, Mallorca: a properly polished city address in Majorca, Isles Baleares, for polished arrivals, swift breakfasts, and a proper base between appointments.","Grand Hotel Son Net, Mallorca treats Majorca, Spain as a proper setting: the city close enough to behave, plus a spa rhythm that improves the whole day. The trip has enough structure to feel effortless."
"Grand Hotel Stockholm","Grand Hotel Stockholm: a city stay with properly polished manners—best when location, service, and a good breakfast must behave.","Grand Hotel Stockholm treats Stockholm, Sweden as a proper setting: the city close enough to behave, plus luxury with its collar straight. Among 3 nearby luxury options, it sits comfortably near the top."
"Grand Hotel Timeo","Grand Hotel Timeo: a warm and personal city address in Taormina, Sicily, for polished arrivals, swift breakfasts, and a proper base between appointments.","Grand Hotel Timeo in Taormina, Italy: an occasion-ready address pairing errands turned into entrances with good service and better timing. The ease is real, but the edges stay finished."
"Grand Hotel Timeo, A Belmond Hotel, Taormina","Grand Hotel Timeo, A Belmond Hotel, Taormina: a old-world, story-rich urban landing pad with enough polish to make the schedule feel less like work.","Grand Hotel Timeo, A Belmond Hotel, Taormina treats Taormina, Italy as a proper setting: the city close enough to behave, plus luxury with its collar straight. The ease is real, but the edges stay finished."
"Grand Hotel Tremezzo","Grand Hotel Tremezzo: a properly polished urban landing pad with enough polish to make the schedule feel less like work.","Grand Hotel Tremezzo in Tremezzina Lake Como, Italy: an occasion-ready address pairing errands turned into entrances with a table worth dressing for. In its immediate set, it stands alone."
"Grand Hotel Victoria Concept & Spa","Grand Hotel Victoria Concept & Spa: a high-touch but relaxed restorative retreat in Menaggio, Lombardia, for two people intent on disappearing beautifully for a few days.","Grand Hotel Victoria Concept & Spa treats Menaggio, Italy as a proper setting: the city close enough to behave, plus a bar with opinions and a kitchen with nerve. In its immediate set, it stands alone."
"Grand Hotel Victoria, Como","Grand Hotel Victoria, Como: a calm, discreet, wellness-forward leisure resort in Tremezzo, Lombardy, for privacy-first travelers who expect the impossible handled without applause.","Grand Hotel Victoria, Como treats Tremezzo, Italy as a proper setting: the city close enough to behave, plus a bar with opinions and a kitchen with nerve. The value argument is unusually well behaved for this tier."
"Grand Hotel Villa Serbelloni","Grand Hotel Villa Serbelloni: a villa-style stay for travelers who want hotel privileges without surrendering the household to strangers.","Grand Hotel Villa Serbelloni: an occasion-ready address for travelers who need the day to work without feeling managed, with a doorstep made for useful departures. In its immediate set, it stands alone."
"Grand Hotel Zermatterhof","Grand Hotel Zermatterhof: a civilized alpine base for cold mornings, warm boots, and the heroic return to a proper bed.","Grand Hotel Zermatterhof: Zermatt supplies the address; the pleasant fatigue of having gone somewhere sets the tone. The trip has enough structure to feel effortless."
"Grand Hotel des Bains Kempinski St Moritz","Grand Hotel des Bains Kempinski St Moritz: a formal and anticipatory leisure resort in St. Moritz, Graubünden (de), for guests who want the stay to feel occasion-worthy before the first cork is pulled.","Grand Hotel des Bains Kempinski St Moritz treats St Moritz, Switzerland as a proper setting: the city close enough to behave, plus boots by the door and a proper glass afterward. The value argument is unusually well behaved for this tier."
"Grand Hotel du Palais Royal","Grand Hotel du Palais Royal: a city stay with properly polished manners—best when location, service, and a good breakfast must behave.","Grand Hotel du Palais Royal: Paris supplies the address; a polished headquarters for appetite and ambition sets the tone. The value argument is unusually well behaved for this tier."
"Grand Hyatt Indian Wells Resort & Villas","Grand Hyatt Indian Wells Resort & Villas: a leisure stay for guests who want the setting to carry the itinerary without making a speech.","Grand Hyatt Indian Wells Resort & Villas in Indian Wells, United States: an occasion-ready address pairing errands turned into entrances with a door the world need not know about. In its immediate set, it stands alone."
"Grand Hyatt Kauai Resort and Spa","Grand Hyatt Kauai Resort and Spa: a place to trade over-scheduling for recovery, with enough polish to make rest feel intentional.","Grand Hyatt Kauai Resort and Spa in Koloa, United States: an active-luxury base pairing boots by the door and a proper glass afterward with steam, stillness, and the rare luxury of sleeping properly. In its immediate set, it stands alone."
"Grand Hyatt Rio de Janeiro","Grand Hyatt Rio de Janeiro: a properly polished urban landing pad with enough polish to make the schedule feel less like work.","Grand Hyatt Rio de Janeiro treats Rio de Janeiro, Brazil as a proper setting: the city close enough to behave, plus luxury with its collar straight. The trip has enough structure to feel effortless."
"Grand Hyatt Tokyo","Grand Hyatt Tokyo: a properly polished base in Tokyo, Tokyo Prefecture for stepping out, checking in, and letting the city do the rest.","Grand Hyatt Tokyo: come for a room key that simplifies the map; stay for the basics handled beautifully, arranged with care. In a crowded luxury field, it still has a distinct argument."
"Grand Hyatt Vail","Grand Hyatt Vail: a high-touch but relaxed mountain refuge in Vail, Colorado, for families who need space, logistics, and grace under snack-time pressure.","Grand Hyatt Vail: Vail supplies the address; the pleasant fatigue of having gone somewhere sets the tone. The trip has enough structure to feel effortless."
"Grand Park Hotel Rovinj","Grand Park Hotel Rovinj: a properly polished urban landing pad with enough polish to make the schedule feel less like work.","Grand Park Hotel Rovinj in Rovinj, Croatia: an occasion-ready address pairing errands turned into entrances with good service and better timing. The value argument is unusually well behaved for this tier."
"Grand Powers Paris","Grand Powers Paris: a Paris-polished urban landing pad with enough polish to make the schedule feel less like work.","Grand Powers Paris: Paris supplies the address; a polished headquarters for appetite and ambition sets the tone. The trip has enough structure to feel effortless."
"Grand Resort Bad Ragaz","Grand Resort Bad Ragaz: a high-touch but relaxed leisure resort in Bad Ragaz, Sankt Gallen (de), for guests who want the stay to feel occasion-worthy before the first cork is pulled.","Grand Resort Bad Ragaz treats Bad Ragaz, Switzerland as a proper setting: the city close enough to behave, plus luxury with its collar straight. The trip has enough structure to feel effortless."
